locus_tag	ftype	length_bp	gene	EC_number	COG	product
Shinsuense_03349	CDS	1521	espB_2			ESX-1 secretion-associated protein EspB
Shinsuense_03350	gene	348	espL			
Shinsuense_03350	CDS	348	espL			ESX-1 secretion-associated protein EspL
Shinsuense_03351	gene	2133				
Shinsuense_03351	CDS	2133				hypothetical protein
Shinsuense_03352	gene	456	ybaK			
Shinsuense_03352	CDS	456	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
Shinsuense_03353	gene	849				
Shinsuense_03353	CDS	849				hypothetical protein
Shinsuense_03354	gene	768	sigH			
Shinsuense_03354	CDS	768	sigH		COG1595	ECF RNA polymerase sigma factor SigH
Shinsuense_03355	gene	306	rshA			
Shinsuense_03355	CDS	306	rshA			Anti-sigma factor RshA
Shinsuense_03356	gene	384				
Shinsuense_03356	CDS	384				hypothetical protein
Shinsuense_03357	gene	1500	pdtaS			
Shinsuense_03357	CDS	1500	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
Shinsuense_03358	gene	255	whiB1			
Shinsuense_03358	CDS	255	whiB1			Transcriptional regulator WhiB1
Shinsuense_03359	gene	522				
Shinsuense_03359	CDS	522				hypothetical protein
Shinsuense_03360	gene	426				
Shinsuense_03360	CDS	426				hypothetical protein
Shinsuense_03361	gene	483				
Shinsuense_03361	CDS	483				hypothetical protein
Shinsuense_03362	gene	1101	menF_2			
Shinsuense_03362	CDS	1101	menF_2	5.4.4.2	COG1169	Putative isochorismate synthase MenF
Shinsuense_03363	gene	600	gpm2			
Shinsuense_03363	CDS	600	gpm2	3.1.3.2	COG0406	Acid phosphatase
Shinsuense_03364	gene	801				
Shinsuense_03364	CDS	801			COG1192	putative protein
Shinsuense_03365	gene	1215				
Shinsuense_03365	CDS	1215				hypothetical protein
Shinsuense_03366	gene	1554	deaD_3			
Shinsuense_03366	CDS	1554	deaD_3	3.6.4.13		ATP-dependent RNA helicase DeaD
Shinsuense_03367	gene	567				
Shinsuense_03367	CDS	567				hypothetical protein
Shinsuense_03368	gene	981				
Shinsuense_03368	CDS	981				hypothetical protein
Shinsuense_03369	gene	246				
Shinsuense_03369	CDS	246				hypothetical protein
Shinsuense_03370	gene	684	betI_7			
Shinsuense_03370	CDS	684	betI_7			HTH-type transcriptional regulator BetI
Shinsuense_03371	gene	984				
Shinsuense_03371	CDS	984				hypothetical protein
Shinsuense_03372	gene	1182	moeZ			
Shinsuense_03372	CDS	1182	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
Shinsuense_03373	gene	855				
Shinsuense_03373	CDS	855				hypothetical protein
Shinsuense_03374	gene	303				
Shinsuense_03374	CDS	303				hypothetical protein
Shinsuense_03375	gene	786	lipV			
Shinsuense_03375	CDS	786	lipV	3.1.1.1		Lipase LipV
Shinsuense_03376	gene	222				
Shinsuense_03376	CDS	222				hypothetical protein
Shinsuense_03377	gene	843				
Shinsuense_03377	CDS	843				hypothetical protein
Shinsuense_03378	gene	3174	rep_1			
Shinsuense_03378	CDS	3174	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
Shinsuense_03379	gene	3306	rep_2			
Shinsuense_03379	CDS	3306	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
Shinsuense_03380	gene	1293	kefC_2			
Shinsuense_03380	CDS	1293	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
Shinsuense_03381	gene	927	nudC			
Shinsuense_03381	CDS	927	nudC	3.6.1.22		NADH pyrophosphatase
Shinsuense_03382	gene	693				
Shinsuense_03382	CDS	693				hypothetical protein
Shinsuense_03383	gene	255				
Shinsuense_03383	CDS	255		1.-.-.-	COG0695	Putative glutaredoxin.1
Shinsuense_03384	gene	2109	uvrD2			
Shinsuense_03384	CDS	2109	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
Shinsuense_03385	gene	153				
Shinsuense_03385	CDS	153				hypothetical protein
Shinsuense_03386	gene	276	whiB7			
Shinsuense_03386	CDS	276	whiB7			putative transcriptional regulator WhiB7
Shinsuense_03387	gene	1344	ubiB			
Shinsuense_03387	CDS	1344	ubiB	2.7.-.-		protein kinase UbiB
Shinsuense_03388	gene	174				
Shinsuense_03388	CDS	174				hypothetical protein
Shinsuense_03389	gene	840				
Shinsuense_03389	CDS	840				hypothetical protein
Shinsuense_03390	gene	1401				
Shinsuense_03390	CDS	1401				hypothetical protein
Shinsuense_03391	gene	999	ylbL			
Shinsuense_03391	CDS	999	ylbL		COG3480	putative protein YlbL
Shinsuense_03392	gene	2988				
Shinsuense_03392	CDS	2988				hypothetical protein
Shinsuense_03393	gene	189				
Shinsuense_03393	CDS	189				hypothetical protein
Shinsuense_03394	gene	999				
Shinsuense_03394	CDS	999			COG2141	putative protein
Shinsuense_03395	gene	77				
Shinsuense_03395	tRNA	77				tRNA-Met(cat)
Shinsuense_03396	gene	303	fkbP			
Shinsuense_03396	CDS	303	fkbP	5.2.1.8		FK506-binding protein
Shinsuense_03397	gene	162				
Shinsuense_03397	CDS	162				hypothetical protein
Shinsuense_03398	gene	2304				
Shinsuense_03398	CDS	2304				hypothetical protein
Shinsuense_03399	gene	462				
Shinsuense_03399	CDS	462				hypothetical protein
Shinsuense_03400	gene	933	fgd_6			
Shinsuense_03400	CDS	933	fgd_6	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Shinsuense_03401	gene	1431	prpR			
Shinsuense_03401	CDS	1431	prpR		COG1396	HTH-type transcriptional regulator PrpR
Shinsuense_03402	gene	1506	prpD			
Shinsuense_03402	CDS	1506	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
Shinsuense_03403	gene	918	mmgF			
Shinsuense_03403	CDS	918	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
Shinsuense_03404	gene	1134	prpC			
Shinsuense_03404	CDS	1134	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
Shinsuense_03405	gene	519				
Shinsuense_03405	CDS	519				hypothetical protein
Shinsuense_03406	gene	234				
Shinsuense_03406	CDS	234				hypothetical protein
Shinsuense_03407	gene	555				
Shinsuense_03407	CDS	555				hypothetical protein
Shinsuense_03408	gene	150				
Shinsuense_03408	CDS	150				hypothetical protein
Shinsuense_03409	gene	393				
Shinsuense_03409	CDS	393				hypothetical protein
Shinsuense_03410	gene	405				
Shinsuense_03410	CDS	405				hypothetical protein
Shinsuense_03411	gene	1365				
Shinsuense_03411	CDS	1365		1.6.3.5		Renalase
Shinsuense_03412	gene	981	ydjP_1			
Shinsuense_03412	CDS	981	ydjP_1	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
Shinsuense_03413	gene	1320	aofH			
Shinsuense_03413	CDS	1320	aofH	1.4.3.-	COG1231	Putative flavin-containing monoamine oxidase AofH
Shinsuense_03414	gene	594				
Shinsuense_03414	CDS	594			COG2141	putative protein
Shinsuense_03415	gene	348				
Shinsuense_03415	CDS	348			COG2141	putative protein
Shinsuense_03416	gene	1080				
Shinsuense_03416	CDS	1080				hypothetical protein
Shinsuense_03417	gene	267				
Shinsuense_03417	CDS	267				hypothetical protein
Shinsuense_03418	gene	1125				
Shinsuense_03418	CDS	1125				hypothetical protein
Shinsuense_03419	gene	1137				
Shinsuense_03419	CDS	1137		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
Shinsuense_03420	gene	603				
Shinsuense_03420	CDS	603				putative HTH-type transcriptional regulator
Shinsuense_03421	gene	867	hdhA			
Shinsuense_03421	CDS	867	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
Shinsuense_03422	gene	981				
Shinsuense_03422	CDS	981				hypothetical protein
Shinsuense_03423	gene	552				
Shinsuense_03423	CDS	552				hypothetical protein
Shinsuense_03424	gene	1194				
Shinsuense_03424	CDS	1194				putative PPE family protein PPE40
Shinsuense_03425	gene	720				
Shinsuense_03425	CDS	720				putative PPE family protein PPE40
Shinsuense_03426	gene	1587	nuoN			
Shinsuense_03426	CDS	1587	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
Shinsuense_03427	gene	1590	nuoM			
Shinsuense_03427	CDS	1590	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
Shinsuense_03428	gene	1902	nuoL			
Shinsuense_03428	CDS	1902	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
Shinsuense_03429	gene	300				
Shinsuense_03429	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
Shinsuense_03430	gene	789				
Shinsuense_03430	CDS	789				hypothetical protein
Shinsuense_03431	gene	546	nuoI			
Shinsuense_03431	CDS	546	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
Shinsuense_03432	gene	1275	nuoH			
Shinsuense_03432	CDS	1275	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
Shinsuense_03433	gene	2418	nuoG			
Shinsuense_03433	CDS	2418	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
Shinsuense_03434	gene	1347	nuoF			
Shinsuense_03434	CDS	1347	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
Shinsuense_03435	gene	756	nuoE			
Shinsuense_03435	CDS	756	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
Shinsuense_03436	gene	1299	nuoD			
Shinsuense_03436	CDS	1299	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
Shinsuense_03437	gene	717	nuoC			
Shinsuense_03437	CDS	717	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
Shinsuense_03438	gene	555	nuoB			
Shinsuense_03438	CDS	555	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
Shinsuense_03439	gene	474	nuoA			
Shinsuense_03439	CDS	474	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
Shinsuense_03440	gene	162				
Shinsuense_03440	CDS	162				hypothetical protein
Shinsuense_03441	gene	1341				
Shinsuense_03441	CDS	1341				hypothetical protein
Shinsuense_03442	gene	1470	plcA_2			
Shinsuense_03442	CDS	1470	plcA_2	3.1.4.3	COG3511	Phospholipase C 1
Shinsuense_03443	gene	120				
Shinsuense_03443	CDS	120				hypothetical protein
Shinsuense_03444	gene	450				
Shinsuense_03444	CDS	450			COG0784	putative response regulatory protein
Shinsuense_03445	gene	540	yceI			
Shinsuense_03445	CDS	540	yceI			Protein YceI
Shinsuense_03446	gene	411				
Shinsuense_03446	CDS	411				hypothetical protein
Shinsuense_03447	gene	342				
Shinsuense_03447	CDS	342				hypothetical protein
Shinsuense_03448	gene	963				
Shinsuense_03448	CDS	963				hypothetical protein
Shinsuense_03449	gene	1239	carC_3			
Shinsuense_03449	CDS	1239	carC_3	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
Shinsuense_03450	gene	642				
Shinsuense_03450	CDS	642				hypothetical protein
Shinsuense_03451	gene	897	ccl			
Shinsuense_03451	CDS	897	ccl	4.1.3.46	COG0119	(R)-citramalyl-CoA lyase
Shinsuense_03452	gene	1206	smtB_2			
Shinsuense_03452	CDS	1206	smtB_2	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
Shinsuense_03453	gene	810				
Shinsuense_03453	CDS	810				hypothetical protein
Shinsuense_03454	gene	1104	hmgA			
Shinsuense_03454	CDS	1104	hmgA	1.13.11.5		Homogentisate 1,2-dioxygenase
Shinsuense_03455	gene	756	mhpF_2			
Shinsuense_03455	CDS	756	mhpF_2	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
Shinsuense_03456	gene	1035	mhpE			
Shinsuense_03456	CDS	1035	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
Shinsuense_03457	gene	777	budA			
Shinsuense_03457	CDS	777	budA	4.1.1.5		Alpha-acetolactate decarboxylase
Shinsuense_03458	gene	1671	alsS_1			
Shinsuense_03458	CDS	1671	alsS_1	2.2.1.6	COG0028	Acetolactate synthase
Shinsuense_03459	gene	1206	carC_4			
Shinsuense_03459	CDS	1206	carC_4	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
Shinsuense_03460	gene	1398	caiA_3			
Shinsuense_03460	CDS	1398	caiA_3	1.3.8.13		Crotonobetainyl-CoA reductase
Shinsuense_03461	gene	789	hisN			
Shinsuense_03461	CDS	789	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
Shinsuense_03462	gene	336				
Shinsuense_03462	CDS	336				hypothetical protein
Shinsuense_03463	gene	360				
Shinsuense_03463	CDS	360				hypothetical protein
Shinsuense_03464	gene	681				
Shinsuense_03464	CDS	681				putative PPE family protein PPE51
Shinsuense_03465	gene	1149				
Shinsuense_03465	CDS	1149				putative PPE family protein PPE51
Shinsuense_03466	gene	795				
Shinsuense_03466	CDS	795				Universal stress protein
Shinsuense_03467	gene	651	devR_1			
Shinsuense_03467	CDS	651	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
Shinsuense_03468	gene	1758	devS			
Shinsuense_03468	CDS	1758	devS	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
Shinsuense_03469	gene	999				
Shinsuense_03469	CDS	999				Putative NAD(P)H nitroreductase
Shinsuense_03470	gene	1389	tgs1			
Shinsuense_03470	CDS	1389	tgs1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
Shinsuense_03471	gene	417				
Shinsuense_03471	CDS	417				hypothetical protein
Shinsuense_03472	gene	429				
Shinsuense_03472	CDS	429				hypothetical protein
Shinsuense_03473	gene	1059				
Shinsuense_03473	CDS	1059				putative protein
Shinsuense_03474	gene	1608				
Shinsuense_03474	CDS	1608				hypothetical protein
Shinsuense_03475	gene	1593				
Shinsuense_03475	CDS	1593				hypothetical protein
Shinsuense_03476	gene	1371	fprA_1			
Shinsuense_03476	CDS	1371	fprA_1	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
Shinsuense_03477	gene	1116	prfB			
Shinsuense_03477	CDS	1116	prfB		COG1186	Peptide chain release factor 2
Shinsuense_03478	gene	987	mscS			
Shinsuense_03478	CDS	987	mscS		COG0668	Small-conductance mechanosensitive channel
Shinsuense_03479	gene	501				
Shinsuense_03479	CDS	501				hypothetical protein
Shinsuense_03480	gene	690	ftsE			
Shinsuense_03480	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
Shinsuense_03481	gene	894	ftsX			
Shinsuense_03481	CDS	894	ftsX		COG2177	Cell division protein FtsX
Shinsuense_03482	gene	507	smpB			
Shinsuense_03482	CDS	507	smpB		COG0691	SsrA-binding protein
Shinsuense_03483	gene	870				
Shinsuense_03483	CDS	870				hypothetical protein
Shinsuense_03484	gene	309				
Shinsuense_03484	CDS	309				hypothetical protein
Shinsuense_03485	gene	1452				
Shinsuense_03485	CDS	1452				hypothetical protein
Shinsuense_03486	gene	1236	ftsH_5			
Shinsuense_03486	CDS	1236	ftsH_5	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
Shinsuense_03487	gene	1029				
Shinsuense_03487	CDS	1029				hypothetical protein
Shinsuense_03488	gene	846				
Shinsuense_03488	CDS	846				hypothetical protein
Shinsuense_03489	gene	366	ssrA			
Shinsuense_03489	tmRNA	366	ssrA			transfer-messenger RNA, SsrA
Shinsuense_03490	gene	1623				
Shinsuense_03490	CDS	1623				hypothetical protein
Shinsuense_03491	gene	153				
Shinsuense_03491	CDS	153				hypothetical protein
Shinsuense_03492	gene	354				
Shinsuense_03492	CDS	354				hypothetical protein
Shinsuense_03493	gene	699				
Shinsuense_03493	CDS	699				hypothetical protein
Shinsuense_03494	gene	867				
Shinsuense_03494	CDS	867				hypothetical protein
Shinsuense_03495	gene	696				
Shinsuense_03495	CDS	696				hypothetical protein
Shinsuense_03496	gene	618				
Shinsuense_03496	CDS	618				hypothetical protein
Shinsuense_03497	gene	822				
Shinsuense_03497	CDS	822				hypothetical protein
Shinsuense_03498	gene	189				
Shinsuense_03498	CDS	189				hypothetical protein
Shinsuense_03499	gene	336				
Shinsuense_03499	CDS	336				putative PPE family protein PPE42
Shinsuense_03500	gene	720	lipY_4			
Shinsuense_03500	CDS	720	lipY_4	3.1.1.3		Triacylglycerol lipase
Shinsuense_03501	gene	462	lipY_5			
Shinsuense_03501	CDS	462	lipY_5	3.1.1.3		Triacylglycerol lipase
Shinsuense_03502	gene	963	glsA1			
Shinsuense_03502	CDS	963	glsA1	3.5.1.2	COG2066	Glutaminase 1
Shinsuense_03503	gene	447				
Shinsuense_03503	CDS	447				hypothetical protein
Shinsuense_03504	gene	1974				
Shinsuense_03504	CDS	1974				putative PPE family protein PPE40
Shinsuense_03505	gene	864				
Shinsuense_03505	CDS	864				hypothetical protein
Shinsuense_03506	gene	315				
Shinsuense_03506	CDS	315				hypothetical protein
Shinsuense_03507	gene	489				
Shinsuense_03507	CDS	489				hypothetical protein
Shinsuense_03508	gene	1137				
Shinsuense_03508	CDS	1137				hypothetical protein
Shinsuense_03509	gene	477				
Shinsuense_03509	CDS	477			COG1733	putative HTH-type transcriptional regulator
Shinsuense_03510	gene	1017				
Shinsuense_03510	CDS	1017				hypothetical protein
Shinsuense_03511	gene	978				
Shinsuense_03511	CDS	978		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
Shinsuense_03512	gene	1008	yfmJ_2			
Shinsuense_03512	CDS	1008	yfmJ_2	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
Shinsuense_03513	gene	1476	gshA_2			
Shinsuense_03513	CDS	1476	gshA_2	6.3.2.2		Glutamate--cysteine ligase
Shinsuense_03514	gene	981	mazG_2			
Shinsuense_03514	CDS	981	mazG_2	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
Shinsuense_03515	gene	945	miaA_1			
Shinsuense_03515	CDS	945	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
Shinsuense_03516	gene	123				
Shinsuense_03516	CDS	123				hypothetical protein
Shinsuense_03517	gene	768				
Shinsuense_03517	CDS	768				hypothetical protein
Shinsuense_03518	gene	462				
Shinsuense_03518	CDS	462				hypothetical protein
Shinsuense_03519	gene	1224	bioI_2			
Shinsuense_03519	CDS	1224	bioI_2	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
Shinsuense_03520	gene	876				
Shinsuense_03520	CDS	876		2.1.1.255		Geranyl diphosphate 2-C-methyltransferase
Shinsuense_03521	gene	1425	miaB_1			
Shinsuense_03521	CDS	1425	miaB_1	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
Shinsuense_03522	gene	102				
Shinsuense_03522	CDS	102				hypothetical protein
Shinsuense_03523	gene	765	yedI			
Shinsuense_03523	CDS	765	yedI		COG2354	Inner membrane protein YedI
Shinsuense_03524	gene	804	fabG_6			
Shinsuense_03524	CDS	804	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Shinsuense_03525	gene	768				
Shinsuense_03525	CDS	768				hypothetical protein
Shinsuense_03526	gene	645				
Shinsuense_03526	CDS	645				hypothetical protein
Shinsuense_03527	gene	1692				
Shinsuense_03527	CDS	1692				hypothetical protein
Shinsuense_03528	gene	891				
Shinsuense_03528	CDS	891				hypothetical protein
Shinsuense_03529	gene	1062	selO_1			
Shinsuense_03529	CDS	1062	selO_1	2.7.7.-	COG0397	Protein adenylyltransferase SelO
Shinsuense_03530	gene	330	selO_2			
Shinsuense_03530	CDS	330	selO_2	2.7.7.-		Protein adenylyltransferase SelO
Shinsuense_03531	gene	399				
Shinsuense_03531	CDS	399				hypothetical protein
Shinsuense_03532	gene	828				
Shinsuense_03532	CDS	828			COG2141	putative protein
Shinsuense_03533	gene	387				
Shinsuense_03533	CDS	387				hypothetical protein
Shinsuense_03534	gene	1812				
Shinsuense_03534	CDS	1812				hypothetical protein
Shinsuense_03535	gene	450				
Shinsuense_03535	CDS	450				hypothetical protein
Shinsuense_03536	gene	1674	hutI_2			
Shinsuense_03536	CDS	1674	hutI_2	3.5.2.7		Imidazolonepropionase
Shinsuense_03537	gene	216				
Shinsuense_03537	CDS	216				hypothetical protein
Shinsuense_03538	gene	1251				
Shinsuense_03538	CDS	1251				hypothetical protein
Shinsuense_03539	gene	1548				
Shinsuense_03539	CDS	1548				hypothetical protein
Shinsuense_03540	gene	237				
Shinsuense_03540	CDS	237				hypothetical protein
Shinsuense_03541	gene	1278				
Shinsuense_03541	CDS	1278				hypothetical protein
Shinsuense_03542	gene	918				
Shinsuense_03542	CDS	918				hypothetical protein
Shinsuense_03543	gene	615				
Shinsuense_03543	CDS	615				hypothetical protein
Shinsuense_03544	gene	663				
Shinsuense_03544	CDS	663				hypothetical protein
Shinsuense_03545	gene	357				
Shinsuense_03545	CDS	357				hypothetical protein
Shinsuense_03546	gene	879				
Shinsuense_03546	CDS	879			COG2141	putative protein
Shinsuense_03547	gene	624	mbtK			
Shinsuense_03547	CDS	624	mbtK	2.3.1.-	COG1670	Lysine N-acyltransferase MbtK
Shinsuense_03548	gene	1107				
Shinsuense_03548	CDS	1107				hypothetical protein
Shinsuense_03549	gene	375	crcB			
Shinsuense_03549	CDS	375	crcB			Putative fluoride ion transporter CrcB
Shinsuense_03550	gene	396	crcB1			
Shinsuense_03550	CDS	396	crcB1		COG0239	Putative fluoride ion transporter CrcB 1
Shinsuense_03551	gene	1632	pgm			
Shinsuense_03551	CDS	1632	pgm	5.4.2.2	COG0033	Phosphoglucomutase
Shinsuense_03552	gene	74				
Shinsuense_03552	tRNA	74				tRNA-Ala(ggc)
Shinsuense_03553	gene	153				
Shinsuense_03553	CDS	153				hypothetical protein
Shinsuense_03554	gene	486				
Shinsuense_03554	CDS	486				hypothetical protein
Shinsuense_03555	gene	399				
Shinsuense_03555	CDS	399				hypothetical protein
Shinsuense_03556	gene	306				
Shinsuense_03556	CDS	306				hypothetical protein
Shinsuense_03557	gene	243				
Shinsuense_03557	CDS	243				hypothetical protein
Shinsuense_03558	gene	231				
Shinsuense_03558	CDS	231				hypothetical protein
Shinsuense_03559	gene	279				
Shinsuense_03559	CDS	279				putative PE-PGRS family protein PE_PGRS54
Shinsuense_03560	gene	234				
Shinsuense_03560	CDS	234				hypothetical protein
Shinsuense_03561	gene	204				
Shinsuense_03561	CDS	204				hypothetical protein
Shinsuense_03562	gene	957				
Shinsuense_03562	CDS	957		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
